date,schmidt_mean_diff,schmidt_median_diff,schmidt_max_diff,schmidt_min_diff,schmidt_sd_diff,schmidt_range_diff
2012-05-16,48.027989530000006,46.38070284,61.69494633,40.051887731,4.9897040089999996,21.6430586
2012-05-17,53.83767229,54.240666839999996,74.90991215,35.642786199999996,10.000019497999999,39.26712599
2012-05-18,71.1668904,69.0896137,74.16200982,70.488933235,-1.0964426099999987,3.6730766000000017
2012-05-19,88.92872265999999,88.05706971,108.30086756,88.055420516,2.091335301000001,20.245447029999994
2012-05-20,115.28626963,114.89466467,115.85709639,106.44536376,2.83167746,9.411732650000005
2012-05-21,112.66285194,116.24527183999999,123.2455397,85.78581183,8.909658080000002,37.45972783999999
2012-05-22,145.6328699,143.78208593,143.58009204,147.95501712,-4.112293463,-4.374925009999998
2012-05-23,143.05222270000002,143.38494974999998,139.89049597,150.57952329,-5.198550781,-10.689027330000002
2012-05-24,134.06266117,132.38838309000002,121.8661065,152.42083545,-9.10074568,-30.554728999999995
2012-05-25,132.29052160999998,135.06433651999998,126.7445751,126.54959047999999,-0.10736754000000026,0.19498458999999713
2012-05-26,150.9504194,149.7696125,151.16276770000002,133.36620269999997,12.58904111,17.796565000000008
2012-05-27,122.85382100000001,124.51701419999998,140.9138222,117.4771441,5.4138790100000005,23.43667801
2012-05-28,137.0879107,126.44309999999999,140.0143707,159.30842770000004,-1.466075410000002,-19.294057009999996
2012-05-29,103.94829230000002,107.90233370000001,108.62239880000001,91.29426589999997,6.646897823,17.32813282
2012-05-30,82.6654882,85.14550350000002,86.68344389999999,71.8712083,2.697864098,14.812235650000005
2012-05-31,85.73345739999999,84.98723589999997,102.85630309999999,73.438954,14.73754667,29.417349059999992
2012-06-01,61.67870500000001,58.0624703,71.41093969999997,56.37317780000001,6.04142354,15.037761920000001
2012-06-02,6.146913400000017,7.795432800000015,5.962331500000005,0.05028120000000058,-5.8511696099999995,5.91205038999999
2012-06-03,-36.66539310000002,-37.231585199999984,-62.890342000000004,-20.1735324,-10.737602244000001,-42.716809530000006
2012-06-04,-91.74379429999999,-73.38158779999998,-92.79448159999998,-115.43270700000002,4.827931070000002,22.638225490000004
2012-06-05,-118.41037300000002,-119.8726619,-119.0508198,-107.94748179999996,-3.4797764440000005,-11.103337940000003
2012-06-06,-97.3890797,-99.7037214,-103.75823439999996,-84.45906050000002,-2.628708404,-19.299173950000004
2012-06-07,-101.5758481,-100.215993,-112.9522221,-101.01901239999998,-8.58690784,-11.933209579999996
2012-06-08,-65.91893820000001,-64.98128559999998,-80.22898489999997,-54.56489809999999,-9.576914476,-25.66408688
2012-06-09,-34.2826307,-38.08112449999999,-24.010303100000044,-39.35969879999999,10.213322849999997,15.349395580000007
2012-06-10,24.036785900000012,19.860388200000017,45.06218229999999,2.348094799999984,13.258572634,42.714087469999996
2012-06-11,65.08058239999997,55.277538600000014,56.988780599999984,79.1093368,-11.699222775,-22.120556280000002
2012-06-12,99.85233409999998,95.76599350000001,116.17391909999998,87.6537463,5.925844204000001,28.520172699999996
2012-06-13,113.81179230000001,106.27277950000001,129.83863669999997,90.93127980000003,13.518655007,38.90735691
2012-06-14,92.82000530000002,92.640706,101.45306389999999,76.24615610000001,8.2988303,25.206907810000004
2012-06-15,105.37830030000003,100.12936989999997,131.51999980000002,90.6403101,10.632807775999998,40.87968967999999
2012-06-16,116.97332709999998,116.5034733,115.0278879,136.21038660000002,-7.211615569999999,-21.182498660000007
2012-06-17,91.96385619999998,98.60789919999999,87.49399290000002,96.14295430000001,-0.39751878999999946,-8.64896131999999
2012-06-18,85.53559110000003,87.20365529999998,85.5894333,85.09404129999999,3.0737363450000004,0.4953920100000033
2012-06-19,72.77430290000001,75.82583199999999,67.595371,76.21194329999997,-2.0623033399999997,-8.616572279999993
2012-06-20,81.11918639999999,86.03955259999998,106.73959910000002,69.21294759999995,12.658065999999998,37.5266515
2012-06-21,136.14029829999998,133.3594104,145.01504070000004,143.7636098,2.919613609999999,1.2514308100000022
2012-06-22,142.32687919999995,145.64830840000002,151.91194230000002,140.4123657,5.406735940000001,11.499576690000012
2012-06-23,126.38016250000004,130.66170699999998,129.16322600000007,108.34262239999998,0.7500947000000018,20.82060356000001
2012-06-24,116.57029090000003,113.0343704,120.3765874,117.70387290000002,-2.6885737700000014,2.67271444
2012-06-25,116.76076949999998,114.3533746,115.25599299999999,122.15395230000001,-2.7933978479999997,-6.897959270000001
2012-06-26,73.63012250000003,80.70271809999997,83.1805377,31.704483600000003,15.42819727,51.47605413
2012-06-27,-32.292497200000014,-32.79698280000002,-60.51135049999999,-21.79242579999999,-10.843934259999997,-38.71892466
2012-06-28,-89.8227182,-89.87123129999998,-91.16124580000002,-84.50119230000001,-8.078350799999999,-6.660053550000001
2012-06-29,-104.12127219999996,-99.32999869999998,-131.07159370000005,-107.77743429999998,-10.00698907,-23.294159370000003
2012-06-30,-94.55917390000002,-98.89720819999997,-102.16942080000007,-87.03205730000002,-1.0593515599999996,-15.137363530000002
2012-07-01,-47.48453170000005,-48.32280209999999,-45.4525769,-54.45451870000005,4.052385430000001,9.00194171999999
2012-07-02,-44.26374520000002,-49.53112060000001,-35.65381099999996,-47.170070899999985,6.518554108,11.516259849999997
