"site","date","year","month","dayofmonth","dayofyr","coloniesperL","filbundperL","totalperL","totalperL_diff","week","light_sum","watertemp_min","watertemp_mean","watertemp_median","watertemp_max","season_week"
"Newbury",2011-09-29,2011,9,29,272,0,0,0,0,39,NA,NA,NA,NA,NA,18
"Newbury",2011-10-06,2011,10,6,279,0.007073604,0,0.007073604,0.007073604,40,NA,NA,NA,NA,NA,19
"Newbury",2012-05-24,2012,5,24,145,0,0,0,0,21,NA,NA,NA,NA,NA,0
"Newbury",2012-05-31,2012,5,31,152,0.007073604,0,0.007073604,0.007073604,22,NA,17.27,18.24166667,18.475,19.04,1
"Newbury",2012-06-07,2012,6,7,159,0,0,0,-0.007073604,23,NA,15.84,16.68625,16.79,17.43,2
"Newbury",2012-06-14,2012,6,14,166,0.03536802,0.007073604,0.042441624,0.042441624,24,NA,17.91,19.01041667,18.64,20.34,3
"Newbury",2012-06-21,2012,6,21,173,0.014147208,0,0.014147208,-0.028294416,25,786135.4,21.99,22.63916667,22.66,23.33,4
"Newbury",2012-06-28,2012,6,28,180,0.099030457,0,0.099030457,0.084883248,26,948434.3,20.34,21.09458333,21.33,21.83,5
"Newbury",2012-07-05,2012,7,5,187,0.162692893,0.007073604,0.169766497,0.07073604,27,883785.3,23.33,23.67208333,23.68,24.02,6
"Newbury",2012-07-12,2012,7,12,194,0.530520303,0.120251269,0.650771571,0.481005074,28,1135371.5,22.99,24.38041667,24.365,25.59,7
"Newbury",2012-07-19,2012,7,19,201,4.024880695,0.007073604,4.031954299,3.381182728,29,1080120,24.89,25.315,25.33,25.59,8
"Newbury",2012-07-26,2012,7,26,208,0.898347712,0.183913705,1.082261417,-2.949692882,30,124785.9,22.99,23.18125,23.16,23.33,9
"Newbury",2012-08-02,2012,8,2,215,0.162692893,0,0.162692893,-0.919568524,31,971103,23.16,24.06125,24.02,25.07,10
"Newbury",2012-08-09,2012,8,9,222,0.410269034,0.056588832,0.466857866,0.304164973,32,245773.4,24.54,25.03833333,24.98,25.76,11
"Newbury",2012-08-16,2012,8,16,229,0.155619289,0.042441624,0.198060913,-0.268796953,33,242221.6,24.19,24.615,24.54,25.07,12
"Newbury",2012-08-23,2012,8,23,236,0.615403551,0.063662436,0.679065987,0.481005074,34,186646.4,23.68,24.30541667,24.37,24.72,13
"Newbury",2012-08-30,2012,8,30,243,0.318312182,0,0.318312182,-0.360753806,35,623481,22.49,22.9175,22.83,23.33,14
"Newbury",2012-09-06,2012,9,6,250,0.155619289,0,0.155619289,-0.162692893,36,195494.7,21.49,21.72166667,21.745,22.33,15
"Newbury",2012-09-13,2012,9,13,257,0.424416242,0,0.424416242,0.268796953,37,NA,19.69,20.63833333,20.665,21.66,16
"Newbury",2012-09-20,2012,9,20,264,0.056588832,0,0.056588832,-0.36782741,38,NA,18.07,18.58291667,18.56,19.21,17
"Newbury",2012-09-27,2012,9,27,271,0.014147208,0,0.014147208,-0.042441624,39,NA,NA,NA,NA,NA,18
"Newbury",2012-10-05,2012,10,5,279,0,0,0,-0.014147208,40,NA,NA,NA,NA,NA,19
"Newbury",2013-05-30,2013,5,30,150,0,0,0,0,21,258019.1,12.09,13.46208333,13.795,15.04,0
"Newbury",2013-06-06,2013,6,6,157,0,0,0,0,22,38094,16.16,17.09708333,17.03,18.23,1
"Newbury",2013-06-13,2013,6,13,164,0.007073604,0,0.007073604,0.007073604,23,103943.4,14.89,15.23541667,15.285,15.52,2
"Newbury",2013-06-20,2013,6,20,171,0.014147208,0,0.014147208,0.007073604,24,981791.7,17.43,18.5925,18.475,19.86,3
"Newbury",2013-06-27,2013,6,27,178,0,0,0,-0.014147208,25,206345,17.59,19.79666667,19.53,22.66,4
"Newbury",2013-07-03,2013,7,3,184,0.007073604,0,0.007073604,0.007073604,26,429202.2,17.59,20.57958333,21.495,22.66,5
"Newbury",2013-07-11,2013,7,11,192,0.028294416,0.007073604,0.03536802,0.028294416,27,473409.9,21.66,22.98666667,23.075,23.68,6
"Newbury",2013-07-18,2013,7,18,199,0.028294416,0,0.028294416,-0.007073604,28,875443.3,26.64,27.30833333,27.26,28.07,7
"Newbury",2013-07-25,2013,7,25,206,1.181291874,0.657845175,1.839137049,1.810842633,29,349602.4,23.16,23.5275,23.51,23.85,8
"Newbury",2013-08-01,2013,8,1,213,0.325385786,0.07073604,0.396121826,-1.443015223,30,557100,22.83,23.49291667,23.68,24.19,9
"Newbury",2013-08-08,2013,8,8,220,0.077809644,0.014147208,0.091956852,-0.304164974,31,478382.6,21.49,21.66,21.66,21.83,10
"Newbury",2013-08-15,2013,8,15,227,2.397951767,0.176840101,2.574791868,2.482835016,32,730356.3,20.83,21.30666667,21.33,21.83,11
"Newbury",2013-08-22,2013,8,22,234,7.922436517,0.381974618,8.304411135,5.729619267,33,NA,22.83,23.66416667,23.595,24.54,12
"Newbury",2013-08-29,2013,8,29,241,0.148545685,0.063662436,0.212208121,-8.092203014,34,211963.6,21.66,22.06958333,21.99,22.99,13
"Newbury",2013-09-05,2013,9,5,248,2.313068519,0.014147208,2.327215727,2.115007606,35,NA,21.33,21.83375,21.83,22.16,14
"Newbury",2013-09-11,2013,9,11,254,6.097446677,0.07073604,6.168182717,3.84096699,36,NA,20.02,21.06541667,21.075,22.49,15
"Newbury",2013-09-18,2013,9,18,261,11.13385275,0.007073604,11.14092635,4.972743635,37,NA,NA,NA,NA,NA,16
"Newbury",2013-09-25,2013,9,25,268,0.346606598,0.007073604,0.353680202,-10.78724615,38,NA,NA,NA,NA,NA,17
"Newbury",2013-10-02,2013,10,2,275,0.679065987,0,0.679065987,0.325385786,39,NA,NA,NA,NA,NA,18
"Newbury",2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.650771571,40,NA,NA,NA,NA,NA,19
"Newbury",2014-05-29,2014,5,29,149,0,0,0,-0.028294416,21,NA,NA,NA,NA,NA,0
"Newbury",2014-06-05,2014,6,5,156,0,0,0,0,22,NA,NA,NA,NA,NA,1
"Newbury",2014-06-12,2014,6,12,163,0,0.014147208,0.014147208,0.014147208,23,139156.8,14.73,15.99666667,16.075,16.79,2
"Newbury",2014-06-19,2014,6,19,170,0.190987309,0.169766497,0.360753806,0.346606598,24,1262257.4,19.04,19.5925,19.69,20.18,3
"Newbury",2014-06-26,2014,6,26,177,0.084883248,0.077809644,0.162692893,-0.198060913,25,NA,16.95,18.02041667,17.91,19.21,4
"Newbury",2014-07-02,2014,7,2,183,0.021220812,0.021220812,0.042441624,-0.120251269,26,NA,19.53,21.83708333,22.91,23.33,5
"Newbury",2014-07-09,2014,7,9,190,0.084883248,0.042441624,0.127324873,0.084883248,27,NA,19.37,20.8875,20.995,22.33,6
"Newbury",2014-07-23,2014,7,23,204,0.099030457,0,0.099030457,-0.028294416,29,677064.1,23.16,24.17666667,24.105,25.24,8
"Newbury",2014-07-30,2014,7,30,211,0.827611672,0.014147208,0.84175888,0.742728423,30,470762,22.16,22.44458333,22.49,22.83,9
"Newbury",2014-08-06,2014,8,6,218,0.47393147,0,0.47393147,-0.36782741,31,785790.4,23.51,23.7225,23.68,24.02,10
"Newbury",2014-08-12,2014,8,12,224,0.233428933,0,0.233428933,-0.240502537,32,791140.6,22.49,22.86125,22.83,23.33,11
"Newbury",2014-08-20,2014,8,20,232,4.067322319,0.077809644,4.145131963,3.91170303,33,NA,20.67,21.09166667,21.16,21.33,12
"Newbury",2014-08-27,2014,8,27,239,22.82652022,0.8771269,23.70364712,19.55851515,34,882138.6,21.16,22.55333333,22.66,23.68,13
"Newbury",2014-09-04,2014,9,4,247,6.139888301,0.063662436,6.203550737,-17.50009638,35,724533.4,21.99,22.43708333,22.33,22.99,14
"Newbury",2014-09-10,2014,9,10,253,0.106104061,0,0.106104061,-6.097446677,36,304770.6,20.67,20.97333333,20.99,21.33,15
"Newbury",2014-09-17,2014,9,17,260,0.608329947,0.007073604,0.615403551,0.50929949,37,NA,18.07,18.51458333,18.39,19.04,16
"Newbury",2014-09-25,2014,9,25,268,0.014147208,0,0.014147208,-0.601256343,38,NA,NA,NA,NA,NA,17
"Newbury",2014-10-03,2014,10,3,276,0.021220812,0,0.021220812,0.007073604,39,NA,NA,NA,NA,NA,18
"Newbury",2014-10-10,2014,10,10,283,0.014147208,0,0.014147208,-0.007073604,40,NA,NA,NA,NA,NA,19
