date,light_Coffin.sum,light_Coffin.max,light_Coffin.median,light_Coffin.obs,light_Fichter.sum,light_Fichter.max,light_Fichter.median,light_Fichter.obs,light_Newbury.sum,light_Newbury.max,light_Newbury.median,light_Newbury.obs,light_Midge.sum,light_Midge.max,light_Midge.median,light_Midge.obs
2009-05-15,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,61
2009-05-16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,628389.8,88178.4,710.4,144
2009-05-17,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,469631.7,13777.9,995.7,144
2009-05-18,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,695750.6,46844.8,1722.25,144
2009-05-19,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,990832.7,121245.2,1065.65,144
2009-05-20,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,437253.3,20666.8,1593.05,144
2009-05-21,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1005235.3,209423.6,990.3,144
2009-05-22,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,826371,82667.2,2023.65,144
2009-05-23,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,354575.2,15155.7,1291.65,144
2009-05-24,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,520232.6,42711.4,1318.6,144
2009-05-25,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,781732.3,99200.7,984.9,144
2009-05-26,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,676073.4,60622.6,1377.8,144
2009-05-27,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,150846.7,4650,635.1,144
2009-05-28,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,138779.6,5166.7,366,144
2009-05-29,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,285449,11022.3,721.15,144
2009-05-30,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,575689.4,93689.5,850.35,144
2009-05-31,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,137757.2,4650,382.1,144
2009-06-01,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,130200.8,5166.7,715.8,144
2009-06-02,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,159952.1,5338.9,672.75,144
2009-06-03,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,175807.7,4477.8,839.55,144
2009-06-04,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,125431.9,6200,807.3,144
2009-06-05,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,254793.5,5338.9,1345.5,144
2009-06-06,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,165388,7577.8,1071,144
2009-06-07,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,141966.2,6200,559.75,144
2009-06-08,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,137358.9,6200,651.25,144
2009-06-09,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,62829.2,2411.1,177.65,144
2009-06-10,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,198907.2,5511.1,618.95,144
2009-06-11,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,187755.6,5338.9,349.8,144
2009-06-12,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,199940.5,6200,452.05,144
2009-06-13,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,169414.4,6544.5,618.9,144
2009-06-14,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,135313.8,4133.4,543.55,144
2009-06-15,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,82074.9,3100,457.45,144
2009-06-16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,178423.3,6200,554.35,144
2009-06-17,NA,NA,NA,41,NA,NA,NA,41,NA,NA,NA,41,136487.1,4822.3,828.8,135
2009-06-18,260046.6,10677.8,629.7,144,233050.4,8611.2,968.8,144,143795.6,6544.5,468.25,144,198574.1,6544.5,435.95,144
2009-06-19,443571.7,16533.4,1550,144,402862,19977.9,1108.7,144,302854.4,12400.1,721.2,144,280002.8,8266.7,968.75,144
2009-06-20,409245.6,17911.2,1103.3,144,372541,24800.2,699.7,144,333294.9,21355.7,748.05,144,321777.2,10677.8,764.2,144
2009-06-21,552190.7,30311.3,1264.75,144,419234.9,15155.7,1270.15,144,223007.2,7577.8,823.45,144,295976.8,9644.5,586.65,144
2009-06-22,269594.2,14466.8,344.4,144,163364.9,10677.8,231.45,144,85616.9,4822.3,86.1,144,147789.1,6200,220.65,144
2009-06-23,389493.8,23422.4,1210.95,144,216538.4,7233.4,796.55,144,111988.1,9300.1,403.65,144,227356.6,8266.7,780.4,144
2009-06-24,524462.8,28933.5,2152.8,144,520727.9,46844.8,1022.55,144,128241.8,5511.1,339.05,144,292176.8,9300.1,1350.9,144
2009-06-25,922363.7,46844.8,1636.1,141,872580.2,49600.3,1808.35,144,653910.6,33066.9,914.95,142,283232.2,10677.8,1087.2,141
2009-06-26,889759.7,66133.8,1550,144,568186.2,46844.8,1087.15,144,802571.8,41333.6,1377.8,144,368536.5,14466.8,1323.95,144
2009-06-27,864938.2,46844.8,2195.85,144,859179.3,104711.8,1307.85,144,803012.3,42711.4,2712.55,144,372615.8,12400.1,1506.95,144
2009-06-28,628163,49600.3,694.3,144,360861.5,20666.8,753.5,144,298193.6,17222.3,597.4,144,236602.6,11022.3,441.3,144
2009-06-29,265223.9,16533.4,683.5,144,425661,22044.6,1092.55,144,430074.3,24800.2,1334.75,144,179833.2,6544.5,635.1,144
2009-06-30,325835.5,20666.8,629.7,144,517520.3,49600.3,505.9,144,241478.5,9644.5,355.2,144,208411.8,6544.5,656.6,144
2009-07-01,90492.6,3100,355.2,144,144882.6,7577.8,656.6,144,76510.1,3444.5,317.55,144,61709.3,2497.2,242.15,144
2009-07-02,111590.1,4994.5,328.3,144,177680.3,6200,430.55,144,83184,2927.8,306.75,144,61440.9,3100,156.1,144
2009-07-03,692197.8,44089.2,796.5,144,918811.4,115734.1,1124.85,144,503979,26178,1103.3,144,239487.1,9300.1,597.4,144
2009-07-04,490578.3,30311.3,1076.4,144,575538.2,49600.3,586.65,144,129318,8266.7,183,144,228088.3,10333.4,699.65,144
2009-07-05,1001371.3,55111.5,1496.15,144,773713.6,49600.3,543.6,144,171512.9,9644.5,134.55,144,207313.3,8266.7,441.3,144
2009-07-06,877682.3,39955.8,1227.1,144,780699.3,74400.5,705.05,144,166270.4,10333.4,258.35,144,187766.7,9300.1,538.2,144
2009-07-07,172115.9,6544.5,435.95,144,175807.8,11022.3,538.2,144,28846.9,1377.8,75.3,144,73270,3788.9,274.5,144
2009-07-08,356717.6,30311.3,764.25,144,304845.9,10677.8,1108.7,144,57867.2,2152.8,156.05,144,142439,6200,392.9,144
2009-07-09,733768.5,35822.5,979.5,143,711077.8,66133.8,1286.25,144,335620.2,15844.5,505.9,143,287569.5,16533.4,602.8,141
2009-07-10,994750.8,55111.5,984.9,144,1299931.3,137778.7,780.35,144,890761.2,41333.6,1097.95,144,717191.7,38578,640.45,144
2009-07-11,704920.7,46844.8,559.7,144,739031.4,68889.3,785.75,144,649238.6,24800.2,1372.4,144,189488.4,12400.1,102.25,144
2009-07-12,833410.1,46844.8,1038.7,144,1063683.6,66133.8,1022.6,144,770882.4,60622.6,1345.5,144,118101.8,7577.8,0,144
2009-07-13,772120.6,38578,1141,144,904183.4,71644.9,678.15,144,539478.6,39955.8,1291.65,144,10096.5,1302.4,0,144
2009-07-14,344360.1,18600.1,904.2,144,324070.7,15155.7,742.7,144,382314.2,15844.5,1054.85,144,581.5,53.8,0,144
2009-07-15,1004998.9,60622.6,1232.5,144,972415.8,55111.5,651.2,144,672564.6,55111.5,1420.85,144,226.2,64.6,0,144
2009-07-16,490965.5,37200.2,1178.65,144,633803.3,42711.4,1765.25,144,443377.9,17222.3,1286.3,144,198401.4,11022.3,21.5,144
2009-07-17,574375.6,68889.3,430.6,144,694049.9,88178.4,328.3,144,550146.1,44089.2,317.55,144,288312.3,12400.1,403.65,144
2009-07-18,729645.6,57867,688.9,144,739656.1,60622.6,785.75,144,432485.1,38578,511.3,144,173041.7,9300.1,199.15,144
2009-07-19,756340.2,38578,1044.1,144,867887.4,60622.6,694.3,144,576183.9,31689.1,1259.4,144,351282.1,19977.9,979.5,144
2009-07-20,705986.3,33066.9,850.35,144,780161,63378.2,909.55,144,481956.1,35822.5,1323.95,144,287118.2,9300.1,1027.95,144
2009-07-21,199833.2,5511.1,419.8,144,258883.9,7577.8,516.65,144,175259.2,5166.7,263.75,144,149844.6,4650,317.55,144
2009-07-22,443496.1,28933.5,1114.05,144,451956.7,38578,1157.15,144,324168,13089,758.85,144,186701.2,5511.1,258.3,144
2009-07-23,257926.5,30311.3,500.55,144,362971.4,14466.8,882.65,144,292596.7,10677.8,688.9,144,194117.1,8266.7,516.65,144
2009-07-24,245967.3,9644.5,344.45,144,372184.9,15844.5,586.65,144,289969.9,9300.1,527.4,144,268485.5,9644.5,279.85,144
2009-07-25,515195.2,60622.6,764.25,144,843904.9,82667.2,1480.05,144,677494.3,37200.2,1259.4,144,378213.3,37200.2,699.65,144
2009-07-26,303135,31689.1,382.1,144,548951,33066.9,688.9,144,355221.4,31689.1,446.75,144,230574.4,12400.1,392.9,144
2009-07-27,416447.1,26178,1060.25,144,751636,198401.3,1291.65,144,631629,41333.6,984.9,144,317310.5,11711.2,1506.95,144
2009-07-28,594633.3,27555.7,645.85,144,836467.3,46844.8,699.65,144,792808.2,63378.2,931.1,144,427533.7,19977.9,780.35,144
2009-07-29,451031.1,19977.9,199.15,144,782077,79911.6,199.15,144,534268.7,27555.7,150.7,144,367481.5,18600.1,188.4,144
2009-07-30,238647.8,26178,435.95,144,630348.4,30311.3,1130.2,144,248560.8,10677.8,365.95,144,177152.8,12400.1,527.45,144
2009-07-31,66026.1,1894.5,344.45,144,110265.7,4994.5,548.95,144,46026.9,1808.3,231.4,144,72118.6,1894.5,382.1,144
2009-08-01,460599.9,27555.7,522.05,144,779052.4,57867,731.95,144,189391.9,11022.3,317.55,144,289227.6,13777.9,570.5,144
2009-08-02,113086.2,4305.6,139.9,144,200015.8,6544.5,231.4,144,51634.6,1722.2,21.5,144,137994.1,5166.7,177.6,144
2009-08-03,534688.8,34444.7,651.25,144,698979.4,37200.2,694.3,144,175786.3,11711.2,199.15,144,215924.9,12400.1,484.4,144
2009-08-04,591447.4,30311.3,667.35,144,886099.6,71644.9,683.5,144,179489,8611.2,252.95,144,259109.7,11022.3,522.05,144
2009-08-05,354403.4,15155.7,672.75,144,635956.3,24800.2,1420.85,144,93442,3444.5,188.4,144,226958.5,9300.1,592.05,144
2009-08-06,552202.2,28933.5,678.1,144,294846.2,38578,349.85,144,107155,5511.1,145.3,144,322810.4,19289,721.15,144
2009-08-07,475175.1,26178,565.15,144,122063.1,7233.4,91.5,144,95186.1,7233.4,96.9,144,315211.6,21355.7,651.2,144
2009-08-08,537154,30311.3,543.6,144,96014.7,6544.5,107.6,144,93958.7,7233.4,80.7,144,349505.7,16533.4,748.1,144
2009-08-09,295266.1,20666.8,183,144,22238.2,3616.7,10.8,144,40052.9,2152.8,37.7,144,181793,20666.8,183,144
2009-08-10,322434.5,16533.4,446.7,144,65617,7233.4,86.1,144,62571,2669.5,59.2,144,183826.6,8266.7,274.45,144
2009-08-11,399278.5,22044.6,339.05,144,140888.8,11711.2,59.2,144,69158.2,3100,43.1,144,152094.7,13089,129.15,144
2009-08-12,308193.8,26178,446.7,144,140114.3,11711.2,134.55,144,65003.4,4133.4,86.1,144,178745.8,5511.1,505.9,144
2009-08-13,197648,10333.4,613.5,144,262618.8,26178,129.2,143,196065.7,8611.2,113,144,166712,6544.5,785.75,144
2009-08-14,791463.2,35822.5,753.45,144,925679.3,52355.9,748.1,144,639939.1,26178,694.3,144,203492.6,8611.2,522.05,144
2009-08-15,715943.5,33066.9,952.6,144,1165069.5,88178.4,731.95,144,601479.3,39955.8,672.75,144,237377.2,13089,495.15,144
2009-08-16,745318.2,33066.9,1200.2,144,835175.5,55111.5,877.3,144,618400.3,30311.3,952.6,144,226947.6,7233.4,409.05,144
2009-08-17,777749.8,33066.9,974.15,144,786845.8,39955.8,818.05,144,682316.9,39955.8,893.4,144,224708.2,8266.7,613.55,144
2009-08-18,680303.5,34444.7,839.55,144,1025697.8,82667.2,721.2,144,680045.2,60622.6,818.05,144,211802.9,7577.8,662,144
2009-08-19,700001.9,38578,828.85,144,849287.1,71644.9,812.7,144,512019.8,31689.1,748.1,144,254685.5,23422.4,554.35,144
2009-08-20,567712.7,37200.2,710.4,144,738418.3,57867,726.55,144,126067.8,7577.8,425.2,144,262974.3,10677.8,683.5,144
2009-08-21,196678.7,13089,48.45,144,347417.3,37200.2,64.6,144,88092.3,11022.3,10.8,144,113064.5,5338.9,21.5,144
2009-08-22,246795.8,10333.4,263.7,144,265374.3,14466.8,349.8,144,144635.2,10333.4,150.7,144,130986.7,4822.3,183,144
2009-08-23,206862.2,9644.5,322.9,144,318193,22044.6,312.15,144,182879.8,9300.1,172.25,144,155830.1,4650,215.3,144
2009-08-24,354500.4,16533.4,414.4,144,571964.1,93689.5,645.85,144,234901.8,22044.6,285.25,144,196388.5,8611.2,355.2,144
2009-08-25,382379.4,21355.7,419.8,144,743499.2,55111.5,549,144,475315.1,33066.9,296,144,172073,7233.4,419.8,144
2009-08-26,217690.1,11022.3,226,144,313489.4,42711.4,209.9,144,250703.3,20666.8,177.6,144,199499.5,10333.4,296,144
2009-08-27,895755.2,38578,495.1,143,617991.5,38578,473.6,144,648863,35822.5,500.55,144,59858.9,7577.8,10.8,144
2009-08-28,676794.6,34444.7,839.6,144,317042.1,34444.7,409,144,577884.9,26178,791.15,144,26425.7,1980.6,26.9,144
2009-08-29,103312.3,3444.5,123.8,144,62129.6,1808.3,53.8,144,93452.4,3272.2,86.1,144,7394.7,344.4,0,144
2009-08-30,556464.9,41333.6,252.95,144,318806.7,17911.2,279.85,144,448458.7,28933.5,382.15,144,25564.5,2583.4,0,144
2009-08-31,521276.7,20666.8,462.85,144,515701.1,34444.7,522.05,144,475520,20666.8,462.85,144,19278.6,1722.2,5.4,144
2009-09-01,740291.2,52355.9,403.65,144,591265.2,35822.5,339.1,144,571028.2,28933.5,462.85,144,14714.1,1237.9,5.4,144
2009-09-02,655471.7,28933.5,457.45,144,567680.4,55111.5,360.55,144,574720.1,28933.5,575.9,144,20882,1722.2,10.8,144
2009-09-03,509867.2,17222.3,462.9,144,595246.8,37200.2,360.6,144,501503.8,18600.1,549,144,18159.3,1345.5,10.8,144
2009-09-04,657516.5,55111.5,398.25,144,596462.9,68889.3,317.5,144,556217,30311.3,505.9,144,16534.2,1259.4,5.4,144
2009-09-05,543989.3,19977.9,339.1,144,561265.2,39955.8,322.95,144,445089.3,19977.9,392.85,144,29245.7,3788.9,0,144
2009-09-06,481751.7,34444.7,258.35,144,583590.3,49600.3,274.5,144,427565.7,22044.6,312.15,144,22088,1980.6,0,144
2009-09-07,270196.7,9300.1,301.35,144,269013.1,16533.4,360.6,144,293360.8,11022.3,344.45,144,14682,1097.9,0,144
2009-09-08,703199.5,49600.3,339.05,144,201684.3,13089,161.45,144,566550.5,52355.9,322.9,143,NA,NA,NA,58
2009-09-09,545097.5,24800.2,435.9,144,188304.3,6544.5,139.95,144,492408.4,26178,344.45,144,NA,NA,NA,0
2009-09-10,518037,30311.3,414.45,144,153096,8611.2,107.65,144,392432.2,22044.6,312.15,144,NA,NA,NA,0
2009-09-11,334758.9,11711.2,166.85,144,123839.5,4822.3,59.2,144,251069.3,7577.8,123.8,144,NA,NA,NA,0
2009-09-12,164882.4,7577.8,172.2,144,89868.3,3100,69.95,144,130028.8,5166.7,150.7,144,NA,NA,NA,0
2009-09-13,394714.1,24800.2,333.65,144,148391.9,9644.5,107.6,144,253652.8,18600.1,193.75,144,NA,NA,NA,0
2009-09-14,564419.3,28933.5,312.15,144,255418.1,41333.6,91.5,144,351099,19977.9,199.15,144,NA,NA,NA,0
2009-09-15,454551.6,22044.6,258.35,144,160845.5,14466.8,80.7,144,334026.9,26178,166.85,144,NA,NA,NA,74
2009-09-16,455207.5,31689.1,236.8,144,258023.4,23422.4,75.35,144,412055.2,24800.2,209.9,144,83012.1,2583.4,64.6,144
2009-09-17,391420.6,17911.2,188.4,144,129727.3,4477.8,59.2,144,266579.7,8611.2,150.7,144,100309.5,2497.2,64.6,144
2009-09-18,266052.7,26178,134.55,144,135076.8,12400.1,53.85,144,330292.2,22044.6,161.5,144,88749,3616.7,64.55,144
2009-09-19,458738.4,19289,156.1,144,184095.8,9644.5,69.95,144,354801.5,19977.9,80.7,144,53324.8,3444.5,53.8,144
2009-09-20,452979.9,17911.2,150.7,144,176227.6,10677.8,59.2,144,330066,26178,102.25,144,38987.1,1291.7,59.2,144
2010-05-28,1817086.2,110223,1178.65,144,1033921.6,63378.2,726.55,144,649885,44089.2,818.05,144,641779.5,55111.5,936.45,144
2010-05-29,771087.3,46844.8,2023.65,144,471967.3,26178,1636.1,144,393648.1,11711.2,1410.1,144,531609.8,18600.1,1722.2,144
2010-05-30,1269146.3,63378.2,1636.1,144,773605.8,55111.5,1044.1,144,495465,16533.4,1011.85,144,564192.8,41333.6,1377.8,144
2010-05-31,1402543.8,71644.9,1851.4,144,1137632.6,93689.5,1463.9,144,565936.9,35822.5,1340.15,144,468436.5,20666.8,1092.5,144
2010-06-01,507617.7,28933.5,1550,144,416984.7,15844.5,1141,144,342670.9,22044.6,952.6,144,312100.4,10333.4,1054.85,144
2010-06-02,1461681.1,104711.8,2238.9,144,987194.7,77156.1,731.9,144,491105.7,15155.7,1550,144,414488,17911.2,1221.75,144
2010-06-03,380958.2,46844.8,882.6,144,500459.2,41333.6,775,144,335071.1,20666.8,640.45,144,214827.4,6544.5,834.2,144
2010-06-04,988078.3,46844.8,1894.5,143,1096610.6,60622.6,1135.6,144,596980.2,28933.5,1808.35,144,589337.3,33066.9,1302.4,143
2010-06-05,872634.2,74400.5,877.25,144,683619.4,63378.2,952.6,144,701229,46844.8,963.35,144,573569,46844.8,597.4,144
2010-06-06,153257,8266.7,387.5,144,209423.7,55111.5,371.35,144,175958.5,17911.2,435.95,144,136745.6,7577.8,392.9,144
2010-06-07,953858.8,44089.2,1291.7,144,610961.8,52355.9,570.5,144,537240.1,39955.8,920.35,144,661746.2,60622.6,1200.2,144
2010-06-08,748805.2,60622.6,1420.85,144,517111.2,44089.2,635.05,144,638248.8,27555.7,1313.2,144,658679,71644.9,1463.9,144
2010-06-09,724640.4,42711.4,909.55,144,381291.3,33066.9,769.6,144,448415.7,20666.8,979.5,144,538671.3,24800.2,1280.9,144
2010-06-10,160803.1,5338.9,672.75,144,134657.7,5166.7,489.75,144,146196,5166.7,457.45,144,150071.5,5166.7,516.65,144
2010-06-11,589068.6,26178,1254,144,357675.6,23422.4,1049.45,144,405607.1,13089,1092.55,144,600940.7,46844.8,909.55,144
2010-06-12,186571.5,8266.7,602.8,144,137186.7,5166.7,511.25,144,174505.4,6544.5,699.7,144,156896.1,7233.4,446.7,144
2010-06-13,177185.5,6544.5,635.1,144,102860.2,3616.7,403.65,144,115659.1,4133.4,549,144,138392.2,5511.1,516.7,144
2010-06-14,618841.9,46844.8,1506.95,144,391603.2,33066.9,1065.6,144,521804.8,34444.7,1173.25,144,452150.8,34444.7,1254,144
2010-06-15,1546544,79911.6,1636.1,143,1249426.9,68889.3,678.15,144,928789.9,44089.2,931.1,144,818846.4,74400.5,624.3,143
2010-06-16,530178.7,20666.8,1722.2,144,370538.6,10333.4,1194.8,144,254707.4,6200,947.25,144,249744.8,11711.2,667.35,144
2010-06-17,441537.7,19289,1092.55,144,323639.9,19289,1377.8,144,214116.4,18600.1,554.35,144,143687.7,7577.8,387.5,144
2010-06-18,1475362.2,66133.8,1722.2,144,1383244.4,93689.5,1329.35,144,778944.5,154312.1,936.5,144,610133.3,38578,710.45,144
2010-06-19,1473273.9,93689.5,2411.1,144,1550590.9,115734.1,796.5,144,635105.9,49600.3,1033.3,144,632231.3,68889.3,731.9,144
2010-06-20,1329026,126756.4,1679.15,144,64982.4,2927.8,91.5,144,517369.8,44089.2,888.05,144,428512.8,57867,667.35,144
2010-06-21,1520936.8,71644.9,1765.3,144,74529.1,4133.4,134.55,144,624503,49600.3,818.05,144,437877.8,30311.3,538.2,144
2010-06-22,1187146.7,68889.3,2712.55,144,56564.7,4133.4,134.55,144,409665.7,18600.1,1243.25,144,518069.6,31689.1,1130.25,144
2010-06-23,1150204.6,60622.6,1210.95,144,94421.4,5511.1,134.55,144,534979.1,35822.5,683.5,144,393735.1,35822.5,409.05,144
2010-06-24,785704.9,66133.8,1280.95,144,795273.5,115734.1,172.2,144,332455.3,22044.6,850.35,144,331314.8,27555.7,640.45,144
2010-06-25,1475459.2,71644.9,1808.35,144,1364805.3,176356.7,1028,144,573751.1,38578,947.25,144,769246.4,44089.2,1022.55,144
2010-06-26,737880.1,24800.2,2540.3,144,560500.9,49600.3,1980.6,144,300045.5,10677.8,1420.85,144,525572.1,28933.5,1463.9,144
2010-06-27,646580,31689.1,1506.95,144,695362.6,35822.5,1340.1,144,328408.4,30311.3,758.85,144,340614.6,18600.1,984.9,144
2010-06-28,656354.3,77156.1,1103.3,144,552331.3,71644.9,984.9,144,262274.6,19289,699.65,144,270142.9,11711.2,613.55,144
2010-06-29,989638.3,46844.8,1506.95,144,789934.7,52355.9,850.35,144,589240.8,39955.8,828.85,144,553030.8,63378.2,640.45,144
2010-06-30,918757.8,66133.8,1022.55,144,1004535.7,82667.2,699.7,144,502235.6,33066.9,710.4,144,487403.2,44089.2,920.3,144
2010-07-01,779860,52355.9,1980.6,143,856552.5,82667.2,565.1,144,701982,66133.8,909.55,144,615989.2,49600.3,1270.15,144
2010-07-02,1700576,79911.6,2238.9,144,1321803.5,68889.3,866.5,144,1434018.1,57867,1329.35,144,718408.3,85422.8,1463.9,144
2010-07-03,1831132.2,68889.3,1367.05,144,1622419.1,187379,941.85,144,1221655.5,60622.6,1076.4,144,739581.3,60622.6,1151.75,144
2010-07-04,1333461.3,55111.5,3702.8,144,695911.9,77156.1,1146.35,144,884076.3,66133.8,1593.05,144,665675.4,26178,2023.65,144
2010-07-05,1587749.4,71644.9,2626.45,144,1387829.4,99200.7,1076.4,144,1048216.3,126756.4,1550,144,643168.2,42711.4,1937.5,144
2010-07-06,1666056.5,71644.9,2841.7,144,1176479.1,85422.8,1146.35,144,864453.5,44089.2,1593.05,144,646569.5,30311.3,1980.6,144
2010-07-07,1848128.8,88178.4,2841.7,144,1300404.5,57867,1377.8,144,976237.5,49600.3,1593.05,144,662123.6,42711.4,2109.75,144
2010-07-08,1095652.7,57867,2325,144,1282859.1,88178.4,1636.1,144,790278.9,57867,1463.9,144,581598.1,22044.6,1894.45,144
2010-07-09,1356485.1,74400.5,2066.7,144,1348390.7,159823.3,1108.7,144,917821.2,49600.3,1076.4,144,714587,49600.3,1722.2,144
2010-07-10,328192.4,13089,1340.1,144,260218.8,8611.2,1372.4,144,273921.2,8611.2,1345.5,144,270089.3,8266.7,1146.35,144
2010-07-11,1201602.3,63378.2,1706.1,144,1245045.5,74400.5,1377.8,144,1174369.9,82667.2,1178.65,144,589412.5,49600.3,1060.25,144
2010-07-12,1268198.9,60622.6,1593.05,144,1181936.8,77156.1,1108.7,144,1109150.6,55111.5,1264.75,144,601608.2,24800.2,1189.45,144
2010-07-13,647139.8,55111.5,1280.9,144,602652.9,42711.4,1135.6,144,485303.9,30311.3,1071,144,425283.9,26178,1001.05,144
2010-07-14,558014.1,28933.5,1367.05,144,394122.4,28933.5,538.2,144,285880.3,26178,435.95,144,304071.2,12400.1,1286.3,144
2010-07-15,656438.5,49600.3,270.55,144,183509.1,8704,460.8,144,254047.6,22044.6,216,143,124659.2,13777.9,256,143
2010-07-16,115298,7168,220,144,91045,9728,176,144,64601,4352,127.5,144,65335,3072,212,144
2010-07-17,113588,5376,248,144,92334,5376,127.5,144,90992,5120,106,144,59517,3200,196,144
2010-07-18,115091,14336,224,144,100631,7168,89,144,69583,3968,66.5,144,43839,2816,164,144
2010-07-19,81999,5120,127.5,144,86034,13312,111,144,49838,3456,67,144,38768,2048,66.5,144
2010-07-20,82195,4096,128,144,72436,3840,192,144,41055,2944,62.5,144,43044,2176,127,144
2010-07-21,123282,6400,188,144,83056,20480,103.5,144,45125,2432,79,144,47819,1728,180,144
2010-07-22,95934,3968,192,144,88125,7424,89.5,144,51642,4608,62.5,144,30560,1856,128,144
2010-07-23,55563,2560,95,144,28793,864,73,144,19346,576,54,144,32262,1216,58.5,144
2010-07-24,107106,5888,156,144,96965,9216,116,144,57887,2816,57.5,144,30444,3072,82.5,144
2010-07-25,51651,2816,129,144,45170,3200,97.5,144,25456,1920,52,144,27018,1088,82,144
2010-07-26,146231,7168,110.5,144,100279,6144,61.5,144,53545,2816,38.5,144,28868,1856,73,144
2010-07-27,152658,10752,236,144,97212,9216,68.5,144,68398,4608,50.5,144,25521,1216,110,144
2010-07-28,106130,4096,200,144,89017,9728,87.5,144,57209,3072,71.5,144,34053,1792,111.5,144
2010-07-29,492191.3,42711.4,557.4,140,884157.6,57867,94,140,608265.2,49600.3,92.3,140,224413.7,30311.3,262.55,140
2010-07-30,1370080.1,66133.8,1200.2,144,802108.6,52355.9,839.6,144,1056676.3,52355.9,1200.15,144,668194.3,49600.3,1200.2,144
2010-07-31,1523025.5,82667.2,1377.8,144,851095.7,46844.8,753.45,144,1254841.3,126756.4,1264.75,144,744424.9,68889.3,1291.7,144
2010-08-01,1286347.3,165334.4,1851.4,144,1002706.4,110223,850.4,144,870771.7,46844.8,1593.05,144,635912.9,28933.5,1851.4,144
2010-08-02,1130301.9,82667.2,1506.95,144,538918.8,55111.5,1146.4,144,817426,74400.5,1679.15,144,597227.2,37200.2,2023.6,144
2010-08-03,555668,19977.9,1894.5,144,619444,37200.2,1506.95,144,625278.5,55111.5,1679.15,144,454820.2,17911.2,1894.45,144
2010-08-04,1587059.9,74400.5,1506.95,144,924979,57867,1151.75,144,1213948.8,55111.5,1420.85,144,645686.7,55111.5,1550,144
2010-08-05,402626.1,26178,974.15,144,348311.1,23422.4,667.4,144,372196.1,27555.7,931.05,144,290153.7,12400.1,850.35,144
2010-08-06,1487213.7,71644.9,1264.75,144,634944,44089.2,850.35,144,1020627.7,55111.5,1194.8,144,853065.1,71644.9,1081.8,144
2010-08-07,1300824.6,85422.8,1410.1,144,921373.3,52355.9,785.8,144,1148148.5,68889.3,1194.8,144,713306.1,93689.5,1151.75,144
2010-08-08,1564110.8,68889.3,1550,144,907983.1,85422.8,678.15,144,1167642.2,55111.5,1356.25,144,685018.1,46844.8,1593.05,144
2010-08-09,1300437,66133.8,796.5,144,618615.2,49600.3,570.45,144,897660.3,44089.2,920.3,144,649368,57867,586.6,144
2010-08-10,1485523.4,88178.4,1248.65,144,695567.1,34444.7,758.85,144,1077838.3,60622.6,1022.55,144,576959,42711.4,1550,144
2010-08-11,1711975.8,110223,1463.9,144,823959.6,37200.2,635.05,144,942944.5,44089.2,1151.7,144,600112.5,52355.9,1302.4,143
2010-08-12,942686,46844.8,1270.15,144,501535.6,27555.7,882.65,144,674631.9,38578,1184.05,144,592028.2,44089.2,1463.9,143
2010-08-13,1418302.4,66133.8,1377.8,144,807727.8,49600.3,1044.1,144,1089818.4,82667.2,984.9,144,648776.4,85422.8,1108.65,144
