date,MaxWindSp_ms_max_ALL_InstFilterMax,ma_2,ma_3,ma_5,ma_7,ma_10,ma_14
2008-08-14,5.1,5.85,7.733333333333333,7.58,6.985714285714286,7.31,7.042857142857143
2008-08-15,5,5.05,5.566666666666666,7.2,6.8428571428571425,7.109999999999999,7.078571428571428
2008-08-16,7.2,6.1,5.766666666666667,7.08,7.1571428571428575,7.03,7.164285714285715
2008-08-17,7.4,7.300000000000001,6.533333333333333,6.26,7.228571428571429,6.85,7.15
2008-08-18,7.6,7.5,7.4,6.46,7.2,7.01,7.164285714285715
2008-08-19,10.6,9.1,8.533333333333333,7.56,7.071428571428571,7.57,7.421428571428572
2008-08-20,10.5,10.55,9.566666666666666,8.66,7.628571428571428,7.93,7.6
2008-08-21,5.2,7.85,8.766666666666666,8.26,7.642857142857143,7.67,7.314285714285714
2008-08-22,4.4,4.800000000000001,6.7,7.66,7.557142857142857,6.96,7.2
2008-08-23,5.3,4.85,4.966666666666667,7.2,7.285714285714286,6.83,7.2214285714285715
2008-08-24,6.3,5.8,5.333333333333333,6.34,7.128571428571428,6.95,7.178571428571429
2008-08-25,9.9,8.1,7.166666666666667,6.22,7.457142857142857,7.44,7.328571428571428
2008-08-26,10.3,10.100000000000001,8.833333333333334,7.24,7.414285714285715,7.75,7.242857142857143
2008-08-27,5.5,7.9,8.566666666666666,7.46,6.7,7.5600000000000005,7.164285714285715
2008-08-28,6.6,6.05,7.466666666666667,7.72,6.9,7.46,7.271428571428571
2008-08-29,6.4,6.5,6.166666666666667,7.74,7.185714285714286,7.04,7.371428571428572
2008-08-30,6.1,6.25,6.366666666666666,6.98,7.3,6.6,7.292857142857143
2008-08-31,9.1,7.6,7.2,6.74,7.7,6.99,7.414285714285715
2008-09-01,9.8,9.45,8.333333333333334,7.6,7.685714285714286,7.53,7.571428571428571
2008-09-02,6,7.9,8.3,7.48,7.071428571428571,7.6,7.242857142857143
2008-09-03,4.4,5.2,6.733333333333333,7.08,6.914285714285715,7.41,6.807142857142857
2008-09-04,5.9,5.15,5.433333333333334,7.04,6.814285714285714,7.01,6.857142857142858
2008-09-05,10.9,8.4,7.066666666666667,7.4,7.457142857142857,7.07,7.321428571428571
2008-09-06,6.3,8.6,7.7,6.7,7.485714285714286,7.15,7.392857142857143
2008-09-07,8,7.15,8.4,7.1000000000000005,7.328571428571429,7.29,7.514285714285714
2008-09-08,7.1,7.55,7.133333333333333,7.64,6.942857142857143,7.36,7.314285714285714
2008-09-09,9,8.05,8.033333333333333,8.26,7.371428571428572,7.65,7.2214285714285715
2008-09-10,8.3,8.65,8.133333333333333,7.74,7.928571428571429,7.57,7.421428571428572
2008-09-11,4.6,6.45,7.3,7.4,7.742857142857143,7.05,7.2785714285714285
2008-09-12,7.8,6.199999999999999,6.9,7.36,7.3,7.23,7.378571428571429
2008-09-13,4.1,5.949999999999999,5.5,6.76,6.985714285714286,7.2,7.235714285714286
2008-09-14,9.9,7,7.266666666666667,6.94,7.257142857142857,7.6,7.292857142857143
2008-09-15,17.2,13.55,10.4,8.719999999999999,8.7,8.23,7.821428571428571
2008-09-16,6.6,11.899999999999999,11.233333333333333,9.12,8.357142857142858,8.26,7.864285714285714
2008-09-17,5.4,6,9.733333333333333,8.64,7.942857142857143,8,7.935714285714286
2008-09-18,9.6,7.5,7.2,9.74,8.657142857142857,8.25,8.2
2008-09-19,7.7,8.65,7.566666666666666,9.3,8.642857142857142,8.12,7.9714285714285715
