year,week,measure,site,max,mean,median
2016,30,temp,Fichter,26.292,24.418520833333332,24.351
2016,31,light,Fichter,176356.7,NA,NA
2016,31,temp,Fichter,26.292,NA,NA
2016,32,light,Fichter,132267.5,6849.402182539682,845
2016,32,temp,Fichter,26.585,24.708993055555556,24.545
2016,33,light,Fichter,77156.1,4181.637301587301,742.7
2016,33,temp,Fichter,26.879,24.719749007936507,24.641
2016,34,light,Fichter,104711.8,NA,NA
2016,34,temp,Fichter,25.805,NA,NA
2016,35,light,Fichter,126756.4,NA,NA
2016,35,temp,Fichter,25.513,NA,NA
2016,36,light,Fichter,71644.9,1450.8497023809523,21.5
2016,36,temp,Fichter,24.448,22.94006746031746,22.812
2016,37,light,Fichter,187379,4742.262301587301,258.3
2016,37,temp,Fichter,24.738,22.612055555555557,22.717
2016,38,light,Fichter,170845.6,NA,NA
2016,38,temp,Fichter,24.255,NA,NA
2016,39,light,Fichter,5166.7,438.3249686323714,0
2016,39,temp,Fichter,22.238,20.350101631116686,20.234
2016,22,light,Midge,-Inf,NA,NA
2016,22,temp,Midge,-Inf,NA,NA
2016,23,light,Midge,23422.4,NA,NA
2016,23,temp,Midge,22.333,NA,NA
2016,24,light,Midge,20666.8,NA,NA
2016,24,temp,Midge,18.045,NA,NA
2016,25,light,Midge,28933.5,2687.166964285714,871.9
2016,25,temp,Midge,23.1,20.12806746031746,20.805
2016,26,light,Midge,42711.4,NA,NA
2016,26,temp,Midge,24.351,NA,NA
2016,27,light,Midge,46844.8,3382.702083333333,1044.1
2016,27,temp,Midge,25.028,23.243438492063493,23.196
2016,28,light,Midge,30311.3,2583.66001984127,1027.95
2016,28,temp,Midge,24.835,23.176271825396825,23.1
2016,29,light,Midge,49600.3,NA,NA
2016,29,temp,Midge,25.61,NA,NA
2016,30,light,Midge,63378.2,3772.7043650793653,1350.9
2016,30,temp,Midge,26,24.777349206349207,24.738
2016,31,light,Midge,34444.7,NA,NA
2016,31,temp,Midge,26,NA,NA
2016,32,light,Midge,34444.7,2451.3636904761906,914.9
2016,32,temp,Midge,26.488,25.316276785714287,25.222
2016,33,light,Midge,33066.9,2427.261607142857,753.45
2016,33,temp,Midge,26.781,25.280228174603174,25.319
2016,34,light,Midge,30311.3,NA,NA
2016,34,temp,Midge,25.028,NA,NA
2016,35,light,Midge,30311.3,NA,NA
2016,35,temp,Midge,24.835,NA,NA
2016,36,light,Midge,17911.2,1658.0220238095237,409
2016,36,temp,Midge,23.773,22.824296626984125,22.812
2016,37,light,Midge,60622.6,2067.2988095238097,252.95
2016,37,temp,Midge,24.448,22.800083333333333,22.717
2016,38,light,Midge,20666.8,NA,NA
2016,38,temp,Midge,22.908,NA,NA
2016,39,light,Midge,6200,926.5915934755333,21.5
2016,39,temp,Midge,22.429,20.40888582183187,20.138
2016,22,light,OldNewbury,37200.2,NA,NA
2016,22,temp,OldNewbury,18.996,NA,NA
2016,23,light,OldNewbury,55111.5,NA,NA
2016,23,temp,OldNewbury,20.043,NA,NA
2016,24,light,OldNewbury,68889.3,NA,NA
2016,24,temp,OldNewbury,20.234,NA,NA
2016,25,light,OldNewbury,231468.2,NA,NA
2016,25,temp,OldNewbury,22.142,NA,NA
2016,26,light,OldNewbury,99200.7,NA,NA
2016,26,temp,OldNewbury,23.773,NA,NA
2016,27,light,OldNewbury,74400.5,NA,NA
2016,27,temp,OldNewbury,26,NA,NA
2016,28,light,OldNewbury,68889.3,5429.392162698413,1259.4
2016,28,temp,OldNewbury,24.158,21.50867361111111,21.378
2016,29,light,OldNewbury,132267.5,NA,NA
2016,29,temp,OldNewbury,25.416,NA,NA
2016,30,light,OldNewbury,104711.8,4821.66626984127,527.4
2016,30,temp,OldNewbury,26.488,24.91205654761905,24.835
2016,31,light,OldNewbury,170845.6,NA,NA
2016,31,temp,OldNewbury,26.585,NA,NA
2016,32,light,OldNewbury,132267.5,7410.600892857143,828.8
2016,32,temp,OldNewbury,26.683,24.89219345238095,24.738
2016,33,light,OldNewbury,93689.5,4759.453670634921,618.9
2016,33,temp,OldNewbury,27.468,24.874772817460318,24.835
2016,34,light,OldNewbury,242490.5,NA,NA
2016,34,temp,OldNewbury,25.902,NA,NA
2016,35,light,OldNewbury,110223,NA,NA
2016,35,temp,OldNewbury,25.708,NA,NA
2016,36,light,OldNewbury,88178.4,5771.169642857143,387.5
2016,36,temp,OldNewbury,24.448,22.875467261904763,22.717
2016,37,light,OldNewbury,68889.3,4507.993849206349,279.85
2016,37,temp,OldNewbury,24.545,22.549777777777777,22.476999999999997
2016,38,light,OldNewbury,77156.1,NA,NA
2016,38,temp,OldNewbury,23.292,NA,NA
2016,39,light,OldNewbury,8266.7,441.6060225846926,0
2016,39,temp,OldNewbury,21.664,19.963119196988707,19.853
